,CATEGORY,COMPANY,TITLE,QUALIFICATIONS
43,Data Scientist/Data Analyst,Google," Software Engineer III, Front End, Google Cloud Networking ","Bachelor’s degree or equivalent practical experience.2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.2 years of experience with data structures or algorithms in either an academic or industry setting.. Master's degree or PhD in Computer Science or related technical field.2 years of experience with front-end frameworks, full-stack development, and/or API development.Experience developing accessible technologies."
44,Data Scientist/Data Analyst,Google," Software Engineer III, Front End, Google Cloud ","Bachelor’s degree or equivalent practical experience.2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.2 years of experience with data structures or algorithms in either an academic or industry setting.. Master's degree or PhD in Computer Science or related technical field.2 years of experience with front-end frameworks, full-stack development, and/or API development.Experience developing accessible technologies."
45,Data Scientist/Data Analyst,Google," Senior Software Engineer, Core ","Bachelor’s degree or equivalent practical experience.5 years of experience with software development in one or more programming languages, and with data structures/algorithms.3 years of experience testing, maintaining, or launching software products, and 1 year of experience with software design and architecture.. Master's degree or PhD in Computer Science or related technical field.1 year of experience in a technical leadership role.Experience developing accessible technologies."
46,Data Scientist/Data Analyst,Google," Senior Software Engineer, Infrastructure, Google Cloud Business Platforms ","Bachelor’s degree or equivalent practical experience.5 years of experience with software development in one or more programming languages, and with data structures/algorithms.3 years of experience testing, maintaining, or launching software products, and 1 year of experience with software design and architecture.3 years of experience developing large-scale infrastructure, distributed systems or networks, and/or experience with compute technologies, storage or hardware architecture.. Master's degree or PhD in Computer Science or related technical field.1 year of experience in a technical leadership role.Experience developing accessible technologies."
47,Data Scientist/Data Analyst,Google," Senior Software Engineer, Site Reliability Engineering, Google Cloud ","Bachelor’s degree in Computer Science, a related field, or equivalent practical experience.5 years of experience with software development in one or more programming languages.5 years of experience with data structures or algorithms.3 years of experience in designing, analyzing, and troubleshooting large-scale distributed systems, and 2 years of experience leading projects and providing technical leadership. . Master's degree in Computer Science or Engineering."
48,Data Scientist/Data Analyst,Google," Staff Software Engineer, Site Reliability Engineering, Google Cloud ","Bachelor’s degree in Computer Science, a related field, or equivalent practical experience.5 years of experience with software development in one or more programming languages.8 years of experience with data structures or algorithms.3 years of experience leading projects and designing, analyzing, and troubleshooting distributed systems. . Master's degree in Computer Science or Engineering."
49,Data Scientist/Data Analyst,Google," Staff Software Engineer, Search ","Bachelor's degree or equivalent practical experience.8 years of experience in software development, and with data structures/algorithms.5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture. . Master’s degree or PhD in Engineering, Computer Science, or a related technical field.3 years of experience in a technical leadership role leading project teams and setting technical direction.3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects."
50,Data Scientist/Data Analyst,Google, Site Reliability Engineer ,"Bachelor’s degree in Computer Science, a related field, or equivalent practical experience.Experience in architecting, developing, and troubleshooting systems.Experience in data structures and Unix Linux systems internals.. Experience in managing and operating global-scale production systems in cloud environments.Experience programming in Python or similar programming languages."
51,Data Scientist/Data Analyst,Google," Senior Software Engineer, Core ","Bachelor’s degree or equivalent practical experience.Candidates will typically have 5 years of experience with software development in one or more programming languages, and with data structures/algorithms.Candidates will typically have 3 years of experience testing, maintaining, or launching software products, and 1 year of experience with software design and architecture.. Master's degree or PhD in Computer Science or related technical field.Candidates will typically have 1 year of experience in a technical leadership role.Experience developing accessible technologies."
52,Data Scientist/Data Analyst,Google," Software Engineer III, Mobile, Android ","Bachelor’s degree or equivalent practical experience.2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.2 years of experience with data structures or algorithms in either an academic or industry setting.. Master's degree or PhD in Computer Science or related technical field.2 years of experience with Android application development.2 years of experience with performance, large scale systems data analysis, visualization tools, and/or debugging.Experience developing accessible technologies."
